,ID,Created_at,Location,text,label
6859,6688,5/19/2011 15:57,42.27343 93.2358,im lost lol so what do i do? walk in what i hope is the correct direction and loudly sing Justin Bieber songs,0
6913,6736,5/19/2011 15:40,42.26636 93.21143,NATIONAL BRIEFING | MEDIA; Computer vs. 'Jeopardy!' Stars,0
7517,7330,5/19/2011 1:49,42.20857 93.34204,It is 14:59 CET now,0
7917,7674,5/20/2011 22:37,42.20886 93.34604,hope they have medicine medicine. Troy is dreadfully ill,0
8272,8040,5/19/2011 7:06,42.21181 93.38358,I guess I'll watch boondocks... got nothin else to do... this just isn't one of those shows I just have to see,0
8529,8278,5/20/2011 23:50,42.23746 93.35362,Lol...cadance is gettin off to #prettyboyswag lol ...ayeeeee !!,0
9211,8896,5/17/2011 17:09,42.22302 93.3724,A woman who cannot be ugly is not beautiful,0
9247,8944,5/20/2011 8:36,42.29699 93.23422,this constant stream of flem coming out of my mouth is killing me and good evening,1
9688,9353,5/20/2011 4:48,42.23127 93.33365,Reha tha apku betna tha ma apsa 2 sal chota ho pehla ma apse p nahi kertha tha per abb kafi kerna lage ho ma apni terf sa,0
9724,9385,5/18/2011 16:29,42.27078 93.20624,LETTERS; Old Smokey,0
10034,9706,5/18/2011 16:20,42.23838 93.35284,this technology convention has a large attendance technology,0
10280,9925,5/20/2011 21:53,42.28199 93.3708,#republic it is,0
11237,10834,5/20/2011 1:59,42.24071 93.33365,Global Crisis Recession and Uneven recovery,0
11369,10971,5/20/2011 13:00,42.21741 93.39836,Wherever there is a human being  there is an opportunity for kindness.,0
11433,11024,5/18/2011 15:52,42.18852 93.44829,The life of a musician is an epic one... We get to fall in love everyday.,0
14015,13558,5/20/2011 21:50,42.27933 93.44469,I swear you can find almost any CD through the net. Google is a wonderful thing,0
14028,13568,5/17/2011 12:53,42.25633 93.45947,Now on #tedxdelhi is Naveen Jindal  MP.,0
14045,13575,5/17/2011 14:17,42.23923 93.35203,THEATER REVIEW | 'THE BREAK OF NOON'; He's Born-Again But Still Obnoxious,0
14770,14325,5/17/2011 12:38,42.24395 93.54015,Disaster at Plymouth Argyle at the moment. Terrible results this season and now the club faces a winding up order! Not Good!,0
14974,14513,5/19/2011 23:10,42.24012 93.42312,Dis weekend gon b fire....need to hit da liquor store and get da biggest bottle of ciroc....,0
15047,14585,5/18/2011 11:23,42.23245 93.54894,Empathy is not simply a matter imagining what others are going through  but having enough courage to do something about it.,0
15077,14614,5/20/2011 6:51,42.23404 93.55135,this a sore throat is making me crazy night tweeps,1
15081,14618,5/20/2011 5:48,42.27579 93.53336,Ok  this twitter to FB link is not acting right. I don't want EVERY tweet to go to FB. that will make people angry.,0
15428,14923,5/18/2011 1:37,42.23953 93.27254,Any episode of #MadMen that makes me uncomfortable is a creative victory in my book. Awkward  party of...RUN FAR  SECRETARY LADY!,0
15586,15069,5/18/2011 12:54,42.21918 93.35283,John D. Kendall Dies at 93; Leader in Music Training,0
16222,15707,5/20/2011 5:46,42.20503 93.53895,this twitter app is a beast :),0
16227,15708,5/20/2011 19:36,42.21034 93.38438,am i really lucky b-cuz my birthday is in 6 days? love ushers new song !!,0
16463,15908,5/17/2011 21:07,42.24012 93.35043,someone like you by van morrison is such an unbelievably lovely song.,0
16984,16400,5/20/2011 2:37,42.20651 93.35442,Having the desire is easy  having the discipline... Not so easy.,0
17436,16828,5/17/2011 11:56,42.27756 93.44509,Out if all the songs about lighting someone on fire  Eminem's is certainly the most romantic.,0
17536,16906,5/20/2011 15:12,42.21565 93.34644,#ghettocrayoncolors Obama Beige,0
17551,16917,5/20/2011 0:46,42.27845 93.49342,getting tired. guess i'll pack my bag now and hit my bed then. nos da fellas x,0
17819,17151,5/20/2011 9:40,42.21948 93.39876,wheres the logic in this....i work for a bank and the tab website is blocked...i mean come on were made of money,0
18287,17605,5/19/2011 9:18,42.23953 93.34963,A work of art is above all an adventure of the mind.,0
19144,18409,5/17/2011 13:02,42.22655 93.32686,My favorite movie is coming on abc family tonight #Love&Basketball,0
19177,18438,5/17/2011 9:52,42.21535 93.47984,Hello Kitty man somehow ninja-ed himself and is sitting infront of me now....,0
19662,18912,5/17/2011 16:47,42.27432 93.45987,lo que es la censura pusieron en tt a la IGNORANTE de la Machado y #cablegate y #WikiLeaks siguen bloqueados,0
20230,19460,5/19/2011 10:21,42.21676 93.36024,this a runny nose had me down for the count of all peeps why me,0
20904,20092,5/17/2011 6:45,42.23245 93.33246,violence is never the answer unless the question is 'what is never the answer?' But If you answer 'Violence' then you will be wrong...,0
21080,20253,5/20/2011 19:26,42.20945 93.34963,who is this and u didnt do anything!!!!!!!!!!!!!!!!!!,0
21389,20552,5/20/2011 17:30,42.23658 93.55932,just want them to feel better. Alexander is extremely sick,1
21419,20585,5/17/2011 2:20,42.2528 93.44189,Watchin its me or the dog.. I dnt feel lke cleanin so my love is doin it for me:-),0
21528,20682,5/19/2011 15:16,42.20267 93.33845,Jim is of declining health can't stand this,1
22029,21121,5/20/2011 7:45,42.21193 93.46547,this abs that feel on fire is killing me and if anyone needs me I will be at home,1
22282,21360,5/18/2011 17:05,42.22036 93.36121,My foot is solely meant for the shoe it fits in-Guide our steps!!,0
23834,22954,5/19/2011 19:28,42.19825 93.43311,Saganaki just sitting like an anvil in my tummy and this cab driver is making it worse!,0
24234,23281,5/19/2011 9:51,42.21792 93.34529,im going to bed this a runny nose getting really annoying,1
24350,23371,5/18/2011 3:38,42.20474 93.33485,Moehler: 5 2/3 IP  4 H  1 ER  2 BB  2 Ks. 94 pitches.,0
24510,23548,5/19/2011 14:45,42.21653 93.34484,It's August! The fogginess around me is starting to disappear. Just have to do what I have to now! No time for whining!,0
24558,23598,5/17/2011 0:58,42.2295 93.56092,Harrington Shoots 66 for 1-Shot Lead in Sun City,0
25429,24447,5/17/2011 8:01,42.20562 93.37559,try again instrumental is good for warping,0
25464,24485,5/19/2011 22:53,42.2525 93.4359,My daughter is silly! Haha,0
25609,24617,5/20/2011 3:14,42.27609 93.4371,David is of  oh the suffering...,1
25986,24986,5/20/2011 16:19,42.23511 93.3684,Wow today is Nikki's birthday. Feels eerie.,0
26077,25076,5/19/2011 5:52,42.27638 93.43391,The body is shaped  disciplined  honored  and in time  trusted. -Martha Graham #quote,0
26810,25725,5/18/2011 3:27,42.21682 93.38238,hey everyone! Today is the best in my life   i get to meet with the cast of my show again and we're goin to starbucks ~_^,0
27490,26404,5/18/2011 11:23,42.19294 93.33126,#thingsuglypeopledo go fetch the wood for the fire,0
27528,26436,5/18/2011 8:21,42.28847 93.52617,Boondocks stay winning. Total Scrotal Implosion,0
27614,26517,5/18/2011 13:15,42.22125 93.33605,Going to get some shut eye!Check out my youtube videos! My account is Juesy18 :),0
27775,26715,5/18/2011 7:26,42.21034 93.26535,Wilshere is ideal replacement for Fabrigas if he leaves for#Barca #AFC - runnong show against #Celtic,0
27802,26734,5/18/2011 21:34,42.19471 93.21463,Woke up from a wonderful nap and found out that Shark Week is this week!,0
27815,26746,5/17/2011 7:23,42.16965 93.49901,THE #TWITTERCOOKOUT IS GONNA B LIKE A CLUB OUTSIDE WITH SUNLIGHT. SO WE REALLY GET TO SEE PPL TRUE BEAUTY. NITE CLUBS EVERYBODY LOOKS GO,0
28282,27194,5/18/2011 21:18,42.18705 93.32607,andrew is soo cringe :| feel sorry for sam having to watch haha no wonder he cant keep a straight face #bb11,0
28673,27586,5/18/2011 6:03,42.28611 93.53376,Just finished My Sister's Keeper. All I can say is WOW.,0
31045,29900,5/18/2011 22:19,42.21093 93.34564,Sees how long an hour is when you're excited,0
31651,30480,5/20/2011 22:29,42.2699 93.3037,Continuing packing my luggage stuff I think is more then 20kg hahaha,0
31894,30738,5/17/2011 0:44,42.24071 93.35642,Sometimes we forget there are people in cars,0
32555,31384,5/20/2011 15:28,42.18734 93.52577,FROM THE INTERNATIONAL HERALD TRIBUNE; 100  75  50 Years Ago,0
32974,31755,5/18/2011 7:40,42.24277 93.33086,Still don't understand why Keong Racun is such a big deal ._. ?,0
33135,31928,5/20/2011 21:51,42.29348 93.29611,A New Schools Chief Has Much in Common With Her New Boss,0
33608,32399,5/18/2011 13:19,42.24248 93.21343,LETTERS; When Parents Are Pushed to the Limit,0
33747,32532,5/17/2011 3:36,42.29909 93.51379,Heading to The Armory Show via the NuMu shuttle- catch a free ride between 235 Bowery and Piers 92+94 Fri-Sun  1-6pm daily,0
33839,32607,5/18/2011 8:31,42.19176 93.33565,To each of us friendship has a different meaning. For all of us it is a gift.,0
35833,34407,5/18/2011 21:34,42.2239 93.34284,You are dressed to kill and guess who is dying,0
36226,34730,5/19/2011 8:57,42.20739 93.21143,This is a special place. History here filled with faith and miracles. Let's hope good things still happen here today.,0
36320,34826,5/18/2011 1:07,42.19088 93.53176,Give thanx to The Lord for He is good  His Mercy endureth forever! - Psalms 136,0
36500,34976,5/17/2011 21:53,42.23275 93.36521,90mph  really?  Is this necessary?,0
36503,34977,5/17/2011 17:01,42.29437 93.33885,LETTER; Ruling in People v. Person: Parsing the Constitution,0
36629,35100,5/18/2011 21:52,42.24248 93.34084,Sorry Arcade Fire fans. No juice. Don't worry - it won't be as good as Pavement was. No knock against 'em though. I'm a fan.,0
36736,35208,5/18/2011 21:03,42.22508 93.3728,My only competition is time,0
37016,35477,5/17/2011 9:21,42.21358 93.35882,is so far disappointed with the new Arcade Fire album. I hold you  specifically you  responsible. And Arcade Fire.,0
37131,35584,5/18/2011 16:26,42.23805 93.32367,Ah yes  flashbanging some poor guy before knifing him  that was is. #MW2,0
38204,36513,5/18/2011 4:40,42.18056 93.41473,OMG I can't stand it anymore! Kyuhyun is just too awesome! :D saranghae oppa! &lt;3,0
38486,36852,5/19/2011 14:15,42.27933 93.47305,Going to the beach woot woot!!! Another hot one,0
38573,36962,5/17/2011 23:48,42.22538 93.33485,Onze kledingkamer is af  en ik had er eerst problemen mee:o  maar is keihard!,0
39430,37759,5/18/2011 20:51,42.23923 93.32966,He is beautiful,0
40003,38270,5/19/2011 14:58,42.21565 93.22581,wants #newtwitter NOW,0
40637,38911,5/20/2011 18:31,42.29584 93.51658,oh no popping up is a NO No... Gotta tell him it's a NO GO!!! cLOWN,0
41029,39340,5/20/2011 20:51,42.21565 93.38318,LETTERS; Is There a Right Way to Pray?,0
41419,39736,5/20/2011 2:09,42.29525 93.26216,YAY ; ) Lindsay Lohan is free .,0
42101,40320,5/18/2011 8:32,42.2525 93.25737,You'll always be my Bella,0
42704,40957,5/18/2011 15:55,42.19029 93.37439,Anthony is of declining health I hate this,1
42825,41065,5/19/2011 11:53,42.21852 93.46158,this ab pain causing me to lose my mind I so need to lay down,1
44733,42899,5/20/2011 0:59,42.29761 93.49302,World Cup is great and all  but we're only 2 days away from the world's BEST athletic competition: the Nathan's Hot Dog Eating Champions,0
44765,42917,5/20/2011 23:06,42.21152 93.38238,There is nothing to writing. all you do is sit down at a typewriter and bleed.,0
44988,43097,5/20/2011 2:20,42.1894 93.38558,just want them to feel better. Christian is dreadfully ill,1
45484,43574,5/18/2011 14:32,42.23009 93.37959,For the Moment | The Costume Institute's Harold Koda and Andrew Bolton,0
46518,44513,5/19/2011 4:38,42.21388 93.34883,A wise girl KISSES  but doesn't LOVE  Listens but doesn't BELIEVE  And leaves B4 she is LEFT.The LATE -n- GREAT...'Marilyn Monroe' NUFF,0
47832,45793,5/20/2011 21:18,42.21594 93.39596,today is not a good day..:/,0
48408,46361,5/18/2011 17:59,42.21093 93.35442,Is Listening to - Maroon 5 - She Will Be Loved (Acoustic) #nowplaying,0
48589,46576,5/20/2011 2:28,42.22066 93.24139,is the new el presidente of the vintage and retro society at reading uni  yaay,0
49634,47462,5/19/2011 11:38,42.26223 93.22541,I have a headache this movie is crazy,0
49726,47527,5/18/2011 10:36,42.23422 93.36361,Scandal is what one half of the world takes pleasure inventing  and the other half in believing.,0
50172,47948,5/20/2011 3:04,42.20592 93.4379,ask fb their thoughts on enrolling in an online masters prgrm.their response 'better B focused' wtf they think this #lawschoolgrind is,0
50569,48257,5/17/2011 21:37,42.20474 93.37879,Dear Cheney  Heaven looks to be full of socialists. Jesus is pretty much a cimmie. I recommend the other direction for you. Happy trails,0
50699,48372,5/18/2011 4:12,42.23275 93.34244,Cuz wut u say is wut u say.. Say wut u say how u say it whenevr ur sayin it.. Just remember how u said it when u were sprayin it..,0
51618,49227,5/19/2011 3:25,42.19383 93.34644,You guys  you guys! Clarkesworld Magazine's August issue is live with my new story 13 Ways of Looking at Space/Time! So excited!,0
52178,49763,5/20/2011 3:54,42.26665 93.47624,Getting pulled by the monkey's tail,0
52813,50329,5/17/2011 16:48,42.23864 93.4395,traffic will never move now on 610 That truck is burning.,0
53237,50716,5/20/2011 0:23,42.23746 93.3704,So who's got the New Twitter yet? #newtwitter,0
53349,50846,5/20/2011 10:00,42.26253 93.37679,Everyone just got home and everyone is so wet!,0
54063,51552,5/19/2011 22:12,42.21181 93.35323,Merrill D. Peterson  Jefferson Scholar  Dies at 88,0
55124,52538,5/18/2011 23:22,42.20474 93.35123,Japan's Takahashi Wins Men's Four Continents Crown,0
55521,52889,5/19/2011 8:51,42.22178 93.39604,this a sore throat is dreadful and not gonna be a fun day,1
55802,53155,5/20/2011 21:29,42.24837 93.27294,U ever just come to a conclusion when its time to grow up. I mean actin like a kid is fun nd all but  sumtimes u gotta give it up,0
56430,53731,5/20/2011 22:18,42.24366 93.42312,Love is like an earthquake: unpredictable  a little scary  but when the hard part is over you realize how lucky you truly are.,0
56572,53849,5/17/2011 10:20,42.27108 93.34124,Yall prolly saw this one comin #NowPlayin Lil Wayne 'Block on Fire',0
56909,54195,5/19/2011 4:37,42.21417 93.39317,De account van het RockyPowerTeam is actief!,0
56941,54224,5/18/2011 5:14,42.27933 93.42831,Is bored!! Ah and its sunday!!!!!!,0
57321,54585,5/18/2011 7:15,42.23953 93.51539,Vroeg was ik blij als het 12 is op de klok als ik in groep 8 zat :p,0
57544,54806,5/17/2011 12:59,42.18262 93.38358,wtf is wr0ng w/ globe?,0
57894,55161,5/17/2011 18:15,42.22095 93.34644,In Hong Kong  Trading a Flat for a Houseboat,0
58504,55726,5/18/2011 14:04,42.23569 93.36521,Working at home. Pajamas!,0
59227,56411,5/19/2011 0:10,42.28906 93.24658,#whatif internet rumah gua nyala...viewers nya fakku dari indonesia bertambah!!pasti!!,0
59930,57030,5/19/2011 23:43,42.23628 93.48982,god why is this married man textin me???,0
59938,57035,5/20/2011 23:01,42.21506 93.35123,Apocalypse is abt to happen?! Oh well  I'm so scared when I heard artillery fire between Koreas. Afraid of World War 3.,0
60120,57179,5/17/2011 1:51,42.26813 93.39157,Black pudding  apple & bacon hash  fried egg; ox cheek & mushroom pie; pork  white bean & chorizo stew.  Comfort food for a sunday night,0
60646,57636,5/20/2011 13:40,42.23658 93.45508,If only I was a doctor.... Benjamin is hospitalized,1
60667,57647,5/20/2011 2:41,42.25073 93.54654,Mackenzie is extremely sick I think they are laying down,1
61458,58360,5/20/2011 15:21,42.26813 93.39077,Blues and the Abstract Truth by johnson county Landmark is now playing.,0
61577,58472,5/18/2011 0:19,42.23245 93.36481,Great. My mum forgot to change to indonesia money.,0
61709,58580,5/19/2011 5:33,42.17378 93.22661,GET; Baring Arms,0
61895,58777,5/19/2011 14:57,42.20886 93.35163,Is there a way to only view unread messages on your blackberry and hide the rest?,0
62357,59186,5/20/2011 19:18,42.2242 93.30729,State Dept. Reinstates Fulbright Grants to Gaza Palestinians for Study in the U.S.,0
62431,59278,5/19/2011 15:34,42.21388 93.56212,u scared my baby for life robert,0
62455,59303,5/17/2011 22:43,42.17407 93.54614,A cricket just tried to attack me...not cool cricket...not cool!,0
62620,59492,5/18/2011 22:35,42.21928 93.39496,A third game of basketball (which we won),0
62673,59533,5/19/2011 22:31,42.21771 93.41473,I'll be in health care mtgs all day,0
62695,59550,5/20/2011 7:30,42.21004 93.36401,i miss you :'( that life is just a game we lost . .,0
62895,59726,5/18/2011 22:19,42.18764 93.51938,Troubled? Dont be depressed  investigate just how much it is possible to deal with  Orkut Entourage #np Inception #trueblood Twitcam Soo,0
63208,60030,5/19/2011 0:47,42.21388 93.3728,#OneOfMyFollowers Phone Is Horrible & Rude!!!....lol,0
63678,60520,5/19/2011 16:05,42.22538 93.33286,Don't come knocking if the car is rocking,0
63929,60716,5/17/2011 16:07,42.28405 93.42632,right who is meeting at aldis ??,0
64538,61310,5/17/2011 16:33,42.23658 93.48343,Is thinkin do I take a nap or go catch a movie,0
64809,61567,5/19/2011 21:54,42.28051 93.40515,:O  What is the best anti aging skin care wrinkle cream? aging wrinkle,0
65430,62152,5/20/2011 4:16,42.23776 93.35882,mom is sick): hope she get better,1
65473,62179,5/18/2011 0:46,42.20002 93.44349,Be careful who u idolize   jus becuz an entertainer has talent doesn't mean they have integrity & character,0
65747,62462,5/18/2011 17:18,42.22213 93.35842,Girllll if ya show me thangs that i likeeee ima make it #hurricane tonightttt,0
65798,62489,5/19/2011 2:32,42.16611 93.54894,watching mtv world stage on the tivo greenday is awesoooomeee seriously,0
66193,62870,5/19/2011 4:50,42.20709 93.35602,I got a feeling Teck Yi is going to kill me for submiting my NDP reflection late. Wait for meee....,0
66601,63227,5/19/2011 23:24,42.17555 93.21223,Twitterscope down - some PDF hacking awaits #vaguetweet,0
66976,63623,5/17/2011 20:28,42.26488 93.30809,Hates when you want something sooooooo bad but ingury is holding you back..,0
66988,63630,5/20/2011 10:53,42.21034 93.39676,The tragedy of life is not death  but what we let die inside of us while we live. -Norman Cousins,0
67121,63753,5/17/2011 13:00,42.29024 93.20145,Ascent of Money ep. 3 di BBC knowledge ini scr tak lsg  mjelaskan 'penjajahan' di muka bumi dipicu o/ nafsu serakah para kapitalis thd u,0
67966,64583,5/18/2011 22:01,42.24159 93.42592,Maar me engels is niet eens zo goed :S,0
68090,64689,5/19/2011 21:04,42.20975 93.53935,This is just an insult to injury kinda day. #prays,0
68151,64762,5/17/2011 0:07,42.21653 93.39636,Happy Saturday morning world! =),0
68233,64836,5/18/2011 21:55,42.18262 93.44349,No matter how good it may feel at the time  saying 'I told you so' is almost always a mistake.,0
68405,64987,5/19/2011 10:07,42.21972 93.35823,i dont think today could possibly get worse this a temp of 101 is dreadful,0
68866,65389,5/17/2011 14:10,42.29909 93.38318,#iloveitwhen my phone doesn't shut off when my batter is dead,0
69016,65536,5/17/2011 13:17,42.25692 93.26296,Toyota to Recall 2010 Lexus Gx 460,0
69251,65741,5/20/2011 22:45,42.17634 93.38782,this constant stream of flem coming out of my mouth is making me crazy and ER here I come,0
69376,65853,5/18/2011 21:46,42.22538 93.34843,I shall not call this idiot out 4 what he is and lose my job IJN,0
69624,66089,5/17/2011 16:59,42.20798 93.35003,President Monson speaks. #ldsconf,0
70025,66470,5/20/2011 1:11,42.23186 93.32806,Even a fool is thought wise if he keeps silent  and discerning if he holds his tongue.,0
70285,66679,5/17/2011 22:07,42.1726 93.46306,I changed my pic to a new one of myself + new grand daughter  Chloe...and Twitter is centering it oddly. #picturefail,0
70763,67109,5/18/2011 12:33,42.21093 93.35123,Boondocks . #Adultswim,0
70907,67221,5/20/2011 4:38,42.27933 93.24299,Heeft iemand zin om m'n koffers naar boven te sjouwen? Een is 23 kilo en de andere 15... #ellendig,0
71195,67491,5/19/2011 3:23,42.17466 93.43351,Benjamin has declining health wish they were feeling better,0
71541,67858,5/20/2011 8:04,42.24159 93.3716,I WAS going to sleep tonight....buuuut then I found all these merlin SDCC interviews  and sleep is less important.,0
72548,68818,5/17/2011 16:09,42.22773 93.34564,As long as #Haiti is using the int'l community $  they have a right to talk. Patriotism is more than that people. So please.,0
72657,68905,5/20/2011 7:17,42.2842 93.36105,this terible chest pain has me wishing I was somewhere else and so much for a good night,1
72702,68949,5/20/2011 8:42,42.21299 93.35682,Is this true #17. Disappointement :(,0
73087,69280,5/17/2011 10:14,42.20886 93.27534,There is abundance of opportunity for those who will go with the tide  instead of trying to swim against it,0
73107,69299,5/18/2011 7:33,42.25545 93.27334,#Selebi Joffee:Remember we're dealing with a human being who is over sixty and who led an exemplary life until he met Agliotti.,0
73512,69753,5/18/2011 9:32,42.25574 93.41953,I'm back again! I missed this place so much  but i'm teenage and this isn't easy. Now I belive my life is back to the right way!,0
73758,69946,5/20/2011 21:51,42.2124 93.39556,OUR TOWNS; No Room in This Town for Change Brought by an Inn,0
74296,70493,5/19/2011 3:09,42.27343 93.4379,Without a friend is like without a penny. You wont die but you feel like u're better off dead. #happyfriendshipday,0
75204,71341,5/18/2011 14:10,42.22508 93.34723,i want to have the #newtwitter ;),0
75243,71384,5/18/2011 11:45,42.25633 93.20664,The measure of success is not whether you have a tough problem to deal with  but whether it's the same problem you had last year,0
75458,71621,5/18/2011 4:10,42.23393 93.32567,People showing up a hour and half late to church cracks me up. What is the point in coming  that late?,0
76178,72261,5/18/2011 4:32,42.27933 93.33126,Eric is debilitated I hate this,0
76258,72332,5/18/2011 2:50,42.16552 93.54814,Off the Menu,0
76951,73018,5/18/2011 8:51,42.21299 93.38118,Where there is love there is life.sleep tight sweet boy,0
77117,73184,5/20/2011 7:15,42.22596 93.32207,Love is patient love is kind.It is not rude it is not self-seeking it is not easily angered.It keeps no record of wrongs.1Corinthians 13,0
77300,73368,5/18/2011 22:18,42.29024 93.22102,is chillin at the moment  bout to find sumthin to get into....,0
77806,73826,5/20/2011 17:09,42.23275 93.47624,mister  she's like 16  you're like 36  she favors jill marie jones  it is NOT okay to say 'jill marie jones is my wife',0
77846,73861,5/18/2011 19:06,42.27167 93.31009,..and there is a light that never goes out. :),0
77896,73915,5/19/2011 22:56,42.18822 93.53136,there is nothing wrong with having some independence  especially when there is brokenness in the 'team' -- circumvention is grace alone.,0
77977,74004,5/18/2011 21:41,42.21706 93.39219,GO BASKETBALL TEAM!,0
77997,74015,5/19/2011 0:53,42.23687 93.34963,Raoul wants a new iPhone4 that doesn't lose its signal when he holds it with is left hand #RaoulMoatdemands,0
78131,74143,5/19/2011 1:12,42.21948 93.3672,This chick is mad that I'm in here at the last minute but had she taken my order on the phone she wouldn't have this problem,0
78225,74231,5/20/2011 22:57,42.21624 93.40115,How is everyone's monday morning going so far,0
78567,74520,5/18/2011 0:22,42.2469 93.53376,dis is y i dOnt try new thngs.smh,0
78896,74868,5/20/2011 22:19,42.2413 93.36681,This is about safe versus unsafe companies,0
79310,75265,5/19/2011 23:52,42.20651 93.36401,Is it wrong to pick it nose and eat it ?,0
79392,75359,5/20/2011 22:32,42.27402 93.24738,I hate this. Seth is of,0
79513,75475,5/20/2011 21:22,42.20503 93.34484,Whoa my twitter feed is finally working!,0
79528,75499,5/19/2011 0:43,42.24277 93.35442,Knowledge without follow through is worse than no knowledge,0
79662,75612,5/20/2011 10:40,42.21447 93.32087,the 2yo is playing with my iPod. Best app ever: Balloonimals!,0
79931,75850,5/19/2011 14:20,42.20592 93.34683,:) 'Punctuality is the politeness of kings.'Louis XVIII (1755 - 1824)French king,0
80412,76308,5/19/2011 11:25,42.20562 93.3708,Anyone ever get sick to your stomach when overheated? I'm hoping that's all it is.,0
81074,76929,5/17/2011 23:29,42.27845 93.56252,  #jfb  nya yaaa :)',0
81087,76938,5/20/2011 11:10,42.22538 93.34444,Nothing worthwhile comes easily. Work  continuous work and hard work  is the only way to accomplish results that last. -Hamilton Holt,0
81272,77105,5/20/2011 18:56,42.22361 93.38039,New Haven  Trying to Get More Students Into College  Will Pay Tuition,0
81308,77138,5/20/2011 1:24,42.20975 93.20464,Is it bad that I kno my roommates boyfriends brother is sleep on our love seat,0
81442,77251,5/18/2011 22:49,42.22272 93.33286,Why when I'm at a red light. The people at the bus stop look at me like I'm doing something wrong.. He is a bus driver not a chauffeur l,0
82040,77793,5/20/2011 22:15,42.20886 93.38438,Every #trueblood gets better I swear.,0
82045,77798,5/19/2011 15:41,42.20798 93.3692,My sister's neighborhood is making me come even closer to the realization that i hate #myjankycar.,0
82260,77967,5/18/2011 6:16,42.20444 93.368,Artic Splash is trying to poison me.,0
83245,78904,5/18/2011 0:03,42.25928 93.3732,Dining Briefs,0
83330,78989,5/20/2011 9:53,42.2242 93.37439,I LIFT MY EYES TOWARD THE HILLS.....THERE IS MY HELP,0
83340,78996,5/17/2011 1:27,42.28405 93.52977,The goal of an effective leader is to recondition your team to be solution focused rather than problem focused.,0
83348,79000,5/18/2011 3:01,42.28936 93.34324,oh my god what is with the fourth last TT?? who the hell got that 1 trending?,0
83558,79198,5/19/2011 9:29,42.27049 93.54175,#Mobile #web tips - Ensure that the overall size of page is appropriate to the memory limitations of the device. #Iphone #Android #Googl,0
83561,79208,5/18/2011 21:30,42.21535 93.54494,I have seen about the half of the movie and I love it :] It is a romantic movie but it isn't cheesy at all.,0
83603,79251,5/17/2011 21:30,42.24012 93.34244,#DontYouJustHateItWhen u get left behind for stupid....,0
83662,79318,5/18/2011 10:52,42.26665 93.29811,#toffeemocha from #starbucks  best thing ever.,0
83722,79384,5/17/2011 22:18,42.21565 93.33805,Schuyler G. Chapin  Stalwart Champion of the Arts in New York  Dies at 86,0
83725,79385,5/19/2011 8:11,42.28022 93.55014,me and my mum are discussing how they should actually drive a coca- cola van around.... with light on it. That would be epic,0
84740,80327,5/19/2011 13:45,42.18439 93.47385,China Looks To Europe For Deals And Friends,0
84832,80403,5/19/2011 22:14,42.27727 93.49582,I have waited for this day  when Adam would tweet me..ironically he didn't tweet me..but he has seen my drawing..and that is enough. *_*,0
84844,80417,5/20/2011 18:28,42.20857 93.37959,Why is it that sky-fairy believers feel the need to thrust their beliefs down others' throats *via* politics? It's unwelcome. #lateline,0
85356,80874,5/17/2011 2:07,42.26046 93.51219,Our officials are more than capable and educated  than a politicians to open an airports .will the AAI Director is brave enough to go ah,0
85641,81149,5/18/2011 18:01,42.21977 93.29212,Day 1 of my 2 week break from work. Up at 6.15 to the giggling and chortling of my 22 week old daughter. Where is the sleep switch??,0
85706,81215,5/17/2011 13:34,42.20562 93.37639,Nissan Leaf Electric Car Comes to New York,0
86510,81912,5/18/2011 1:52,42.23835 93.32527,Los terroristas van a la carcel porque estos 'terroristas especuladores' actuan impunemente???? #crisis,0
86895,82333,5/19/2011 22:08,42.22331 93.33965,ima stop. cause it seems like twitter is really special to people enough to take it serious to the max.,0
87578,82995,5/19/2011 13:39,42.22029 93.43833,I have come down with a stomach ache being sick sucks,1
88034,83388,5/17/2011 4:10,42.17437 93.47025,Considering video blogging.. Could be fun! Is it worth it? #vlog,0
88076,83417,5/20/2011 23:45,42.24248 93.5094,Ladies::: don't fall in love   stand in love,0
88153,83510,5/18/2011 21:43,42.16464 93.46346,#np What u do is crazy baby not like u belong in an asylum crazy am astounded baby by ur lovin me and ur touchin me.. #jillscott,0
88223,83566,5/18/2011 13:11,42.21859 93.39876,alisin na mga basketball courts. football na lang laruin natin. yeaboi!!!! :XDDDDDDD,0
89613,84912,5/19/2011 18:02,42.17319 93.55213,Xbox Live: m r n o t z is currently Away. Last seen 2 hours ago playing Xbox 360 Dashboard. Watching a video. (Xbox Live Nation),0
90409,85737,5/19/2011 12:19,42.1667 93.42871,#32 There are one million ants to every human in the world.,0
90708,86036,5/17/2011 5:17,42.23511 93.34284,i think my nose is broken... thank u scotty and andres for thinking that my nose is a target =],0
90875,86182,5/20/2011 19:10,42.27992 93.55772,Church in a hotel is quite interesting.,0
91105,86392,5/20/2011 22:21,42.2464 93.43165,this constant stream of flem coming out of my mouth getting really annoying oh the agony...,0
91267,86530,5/18/2011 21:17,42.2525 93.54055,Looking for an internet cafe for skyping. Fyyuu   the internet connection is always suck in here.,0
91401,86636,5/20/2011 6:59,42.22655 93.35682,My new name is Dan.,0
91460,86692,5/20/2011 18:32,42.17435 93.38854,this night isn't going to be fun this constant stream of flem coming out of my mouth had me down for the count,0
